Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Orders.Profit),CountNonNull(Orders.Country)
2016,Qtr 1,January,21,70.25279999999998,2
2016,Qtr 1,January,22,23.530899999999992,11
2016,Qtr 1,January,23,474.0368,4
2016,Qtr 1,January,24,15.68,1
2016,Qtr 1,January,25,-65.85419999999999,6
2016,Qtr 1,January,28,10.3168,1
2016,Qtr 1,January,30,-284.2246,10
2016,Qtr 1,January,31,747.5398,6
2016,Qtr 1,February,1,63.2162,2
2016,Qtr 1,February,2,2753.711,5
2016,Qtr 1,February,3,225.264,1
2016,Qtr 1,February,4,31.1968,3
2016,Qtr 1,February,5,721.2765999999999,15
2016,Qtr 1,February,6,-18.1808,1
2016,Qtr 1,February,7,74.2225,4
2016,Qtr 1,February,8,126.8973,2
2016,Qtr 1,February,9,50.73779999999999,2
2016,Qtr 1,February,11,0.699299999999999,1
2016,Qtr 1,February,12,182.99800000000002,2
2016,Qtr 1,February,13,73.41,1
2016,Qtr 1,February,14,30.374700000000004,5
2016,Qtr 1,February,15,128.0602,2
2016,Qtr 1,February,16,-71.0268,9
2016,Qtr 1,February,19,68.46249999999999,5
2016,Qtr 1,February,20,5.5674,1
2016,Qtr 1,February,21,207.6645,11
2016,Qtr 1,February,22,213.2608999999999,4
2016,Qtr 1,February,23,21.591,1
2016,Qtr 1,February,25,17.52,1
2016,Qtr 1,February,27,71.08359999999999,3
2016,Qtr 1,February,28,18.24,1
2016,Qtr 1,February,29,8.3328,1
2016,Qtr 1,March,1,2267.4251000000004,5
2016,Qtr 1,March,3,-383.7433,15
2016,Qtr 1,March,4,130.24790000000002,4
2016,Qtr 1,March,5,49.594300000000004,2
2016,Qtr 1,March,6,-389.1555,7
2016,Qtr 1,March,7,1.5804,1
2016,Qtr 1,March,8,216.5398,13
2016,Qtr 1,March,9,212.0786,5
2016,Qtr 1,March,10,745.8323,7
2016,Qtr 1,March,11,162.7658,6
2016,Qtr 1,March,12,167.75730000000004,7
2016,Qtr 1,March,13,-543.3346000000001,20
2016,Qtr 1,March,14,6.704199999999999,7
2016,Qtr 1,March,15,61.35689999999997,7
2016,Qtr 1,March,17,708.7040999999999,7
2016,Qtr 1,March,18,-7.760999999999896,2
2016,Qtr 1,March,19,-105.7262,4
2016,Qtr 1,March,20,163.1951,7
2016,Qtr 1,March,21,-4.161000000000009,5
2016,Qtr 1,March,22,34.0216,2
2016,Qtr 1,March,24,-204.0048,4
2016,Qtr 1,March,25,262.4715,2
2016,Qtr 1,March,26,20.501699999999992,5
2016,Qtr 1,March,27,35.8254,3
2016,Qtr 1,March,28,11.659399999999996,3
2016,Qtr 1,March,29,-8.992899999999977,9
2016,Qtr 1,March,30,5.5566,1
2016,Qtr 1,March,31,-4.970700000000008,3
2016,Qtr 2,April,1,485.771,17
2016,Qtr 2,April,2,378.274,1
2016,Qtr 2,April,3,66.833,4
2016,Qtr 2,April,4,256.3547,6
2016,Qtr 2,April,5,-177.3102,3
2016,Qtr 2,April,6,336.635,1
2016,Qtr 2,April,7,546.7635,6
2016,Qtr 2,April,8,-1680.9996999999996,18
2016,Qtr 2,April,9,156.4469,4
2016,Qtr 2,April,10,158.16819999999998,8
2016,Qtr 2,April,12,59.43190000000001,11
2016,Qtr 2,April,13,2.8764,1
2016,Qtr 2,April,14,171.6586,5
2016,Qtr 2,April,15,63.00730000000001,8
2016,Qtr 2,April,16,2434.1032,7
2016,Qtr 2,April,17,57.5114,5
2016,Qtr 2,April,18,-61.64240000000001,9
2016,Qtr 2,April,19,194.77540000000002,15
2016,Qtr 2,April,21,-174.7428,6
2016,Qtr 2,April,22,-826.5595999999999,10
2016,Qtr 2,April,23,244.17999999999998,8
2016,Qtr 2,April,24,218.484,5
2016,Qtr 2,April,25,-37.943200000000004,3
2016,Qtr 2,April,26,62.7822,1
2016,Qtr 2,April,28,27.956500000000002,5
2016,Qtr 2,April,30,14.999600000000001,3
2016,Qtr 2,May,1,-75.24260000000001,6
2016,Qtr 2,May,2,58.107399999999984,12
2016,Qtr 2,May,3,-309.4466,9
2016,Qtr 2,May,5,449.3112,12
2016,Qtr 2,May,6,49.6633,7
2016,Qtr 2,May,7,1322.131,6
2016,Qtr 2,May,8,154.69850000000008,7
2016,Qtr 2,May,9,9.508599999999976,12
2016,Qtr 2,May,10,-115.7508,3
2016,Qtr 2,May,11,2.691,1
2016,Qtr 2,May,12,367.18829999999997,7
2016,Qtr 2,May,14,40.857499999999995,9
2016,Qtr 2,May,15,273.30480000000006,6
2016,Qtr 2,May,16,41.601,4
2016,Qtr 2,May,17,16.380900000000004,9
2016,Qtr 2,May,18,34.8606,2
2016,Qtr 2,May,19,325.79900000000004,9
2016,Qtr 2,May,20,328.29929999999996,5
2016,Qtr 2,May,21,271.2109,7
2016,Qtr 2,May,22,386.2747,8
2016,Qtr 2,May,23,1262.1899999999998,7
2016,Qtr 2,May,24,115.4542,3
2016,Qtr 2,May,25,167.6508,3
2016,Qtr 2,May,26,70.6305999999999,18
2016,Qtr 2,May,27,989.5656000000001,7
2016,Qtr 2,May,28,305.5458,10
2016,Qtr 2,May,29,291.99590000000006,5
2016,Qtr 2,May,30,1777.9959,25
2016,Qtr 2,May,31,49.669599999999996,6
2016,Qtr 2,June,2,23.5796,4
2016,Qtr 2,June,3,-1.7772,1
2016,Qtr 2,June,4,-29.89770000000007,12
2016,Qtr 2,June,5,121.33120000000001,8
2016,Qtr 2,June,6,1049.4815,17
2016,Qtr 2,June,7,22.921899999999997,4
2016,Qtr 2,June,9,179.1381,4
2016,Qtr 2,June,10,-183.58960000000002,4
2016,Qtr 2,June,11,237.9551000000001,8
2016,Qtr 2,June,12,282.5019,22
2016,Qtr 2,June,13,114.93530000000001,3
2016,Qtr 2,June,14,326.62740000000014,10
2016,Qtr 2,June,15,54.215,1
2016,Qtr 2,June,16,24.491000000000003,3
2016,Qtr 2,June,17,277.3226999999998,18
2016,Qtr 2,June,18,115.9074,4
2016,Qtr 2,June,19,8.0464,1
2016,Qtr 2,June,20,153.88270000000003,17
2016,Qtr 2,June,21,27.759200000000007,4
2016,Qtr 2,June,23,345.11149999999986,11
2016,Qtr 2,June,24,720.6928,6
2016,Qtr 2,June,25,-112.12160000000002,6
2016,Qtr 2,June,26,428.8559999999999,16
2016,Qtr 2,June,27,17.0653999999999,3
2016,Qtr 2,June,28,226.29090000000002,8
2016,Qtr 2,June,29,19.188,1
2016,Qtr 2,June,30,300.4632,3
2016,Qtr 3,July,1,545.6346,8
2016,Qtr 3,July,2,37.1906,4
2016,Qtr 3,July,3,242.94580000000002,4
2016,Qtr 3,July,4,293.1901,7
2016,Qtr 3,July,7,1007.9791999999999,15
2016,Qtr 3,July,8,243.60909999999996,11
2016,Qtr 3,July,9,87.40960000000001,2
2016,Qtr 3,July,10,-370.0612,5
2016,Qtr 3,July,12,7.182,1
2016,Qtr 3,July,14,350.7694999999998,18
2016,Qtr 3,July,15,69.75399999999999,3
2016,Qtr 3,July,16,-65.54599999999999,12
2016,Qtr 3,July,17,625.6817,17
2016,Qtr 3,July,18,99.5309999999999,12
2016,Qtr 3,July,19,500.50999999999993,8
2016,Qtr 3,July,20,43.176,1
2016,Qtr 3,July,21,205.74800000000002,9
2016,Qtr 3,July,22,276.64969999999994,12
2016,Qtr 3,July,23,-99.4389,10
2016,Qtr 3,July,24,52.2436,2
2016,Qtr 3,July,25,1109.2370999999996,19
2016,Qtr 3,July,28,-1307.0702,8
2016,Qtr 3,July,29,-12.094700000000003,4
2016,Qtr 3,July,30,219.9664,4
2016,Qtr 3,July,31,268.6808999999999,5
2016,Qtr 3,August,1,114.5336000000001,4
2016,Qtr 3,August,2,53.413799999999995,3
2016,Qtr 3,August,3,61.742999999999995,2
2016,Qtr 3,August,4,98.0654,8
2016,Qtr 3,August,5,59.115,1
2016,Qtr 3,August,6,67.5102,3
2016,Qtr 3,August,7,86.3856,1
2016,Qtr 3,August,8,180.9266,7
2016,Qtr 3,August,9,67.2245999999999,5
2016,Qtr 3,August,11,70.48519999999999,3
2016,Qtr 3,August,12,14.874600000000022,7
2016,Qtr 3,August,13,-82.30520000000001,10
2016,Qtr 3,August,14,-8.073799999999999,6
2016,Qtr 3,August,15,175.2732000000001,10
2016,Qtr 3,August,16,32.7522,3
2016,Qtr 3,August,17,5.6956,1
2016,Qtr 3,August,18,132.1081,6
2016,Qtr 3,August,19,154.1413,3
2016,Qtr 3,August,20,3.9906,1
2016,Qtr 3,August,21,18.431800000000024,12
2016,Qtr 3,August,22,46.673,8
2016,Qtr 3,August,23,230.8845000000001,16
2016,Qtr 3,August,26,748.6752000000002,20
2016,Qtr 3,August,27,196.3329,13
2016,Qtr 3,August,28,-89.6447,6
2016,Qtr 3,August,29,-121.17699999999999,9
2016,Qtr 3,August,30,-258.3628000000001,7
2016,Qtr 3,August,31,2.3968,1
2016,Qtr 3,September,1,1896.7402000000002,20
2016,Qtr 3,September,2,750.1166999999997,26
2016,Qtr 3,September,3,-755.7506000000003,13
2016,Qtr 3,September,4,1464.5008,18
2016,Qtr 3,September,5,425.5154000000001,38
2016,Qtr 3,September,6,204.6417999999999,8
2016,Qtr 3,September,8,-375.6300000000001,21
2016,Qtr 3,September,9,12.1616,3
2016,Qtr 3,September,10,250.43040000000002,11
2016,Qtr 3,September,11,1353.6502,17
2016,Qtr 3,September,12,452.80740000000003,15
2016,Qtr 3,September,13,696.2946999999999,10
2016,Qtr 3,September,14,396.3846,3
2016,Qtr 3,September,15,601.9099000000001,7
2016,Qtr 3,September,16,28.461799999999997,4
2016,Qtr 3,September,17,492.8203000000001,14
2016,Qtr 3,September,18,359.34599999999983,15
2016,Qtr 3,September,19,936.4,16
2016,Qtr 3,September,20,377.3806,10
2016,Qtr 3,September,22,156.24210000000002,14
2016,Qtr 3,September,23,92.77650000000003,13
2016,Qtr 3,September,24,-556.9555000000001,12
2016,Qtr 3,September,25,335.5551999999999,20
2016,Qtr 3,September,26,-415.53190000000006,17
2016,Qtr 3,September,27,-88.5602,5
2016,Qtr 3,September,28,30.98,1
2016,Qtr 3,September,29,235.40620000000013,10
2016,Qtr 3,September,30,-29.436600000000002,2
2016,Qtr 4,October,1,-42.789500000000004,8
2016,Qtr 4,October,2,8738.7971,7
2016,Qtr 4,October,3,224.5338,7
2016,Qtr 4,October,4,2658.3198,7
2016,Qtr 4,October,6,-947.1071,5
2016,Qtr 4,October,7,79.4080000000001,5
2016,Qtr 4,October,8,-51.990399999999994,4
2016,Qtr 4,October,9,-34.4084,5
2016,Qtr 4,October,10,-219.89890000000003,7
2016,Qtr 4,October,11,4.132999999999999,2
2016,Qtr 4,October,13,-397.06269999999995,19
2016,Qtr 4,October,14,981.537,10
2016,Qtr 4,October,15,598.941,13
2016,Qtr 4,October,16,-37.9152,1
2016,Qtr 4,October,17,1160.731,6
2016,Qtr 4,October,18,-34.641,1
2016,Qtr 4,October,20,127.66129999999998,10
2016,Qtr 4,October,21,1763.4706000000006,21
2016,Qtr 4,October,22,57.2658,5
2016,Qtr 4,October,23,192.20020000000002,4
2016,Qtr 4,October,24,314.03589999999997,6
2016,Qtr 4,October,25,78.396,1
2016,Qtr 4,October,27,237.81499999999997,9
2016,Qtr 4,October,28,255.0178000000001,17
2016,Qtr 4,October,29,39.41839999999999,4
2016,Qtr 4,October,30,46.9478,4
2016,Qtr 4,October,31,450.3262,8
2016,Qtr 4,November,1,149.3042,4
2016,Qtr 4,November,3,696.3602000000001,24
2016,Qtr 4,November,4,-57.334900000000154,20
2016,Qtr 4,November,5,62.05510000000004,19
2016,Qtr 4,November,6,60.87819999999999,7
2016,Qtr 4,November,7,635.1252000000001,19
2016,Qtr 4,November,8,261.49559999999997,2
2016,Qtr 4,November,9,177.5889,1
2016,Qtr 4,November,10,1081.5284,35
2016,Qtr 4,November,11,496.01790000000005,19
2016,Qtr 4,November,12,170.32519999999974,16
2016,Qtr 4,November,13,789.1701999999999,13
2016,Qtr 4,November,14,424.111,16
2016,Qtr 4,November,15,262.9901,5
2016,Qtr 4,November,16,16.156,2
2016,Qtr 4,November,17,28.971700000000002,4
2016,Qtr 4,November,18,781.1020000000001,12
2016,Qtr 4,November,19,111.75049999999999,18
2016,Qtr 4,November,20,508.79260000000005,22
2016,Qtr 4,November,21,150.9536,12
2016,Qtr 4,November,22,80.365,10
2016,Qtr 4,November,23,18.6496,3
2016,Qtr 4,November,24,1246.1061000000004,27
2016,Qtr 4,November,25,-6247.396900000001,12
2016,Qtr 4,November,26,1776.8757000000003,16
2016,Qtr 4,November,27,209.4244,14
2016,Qtr 4,November,28,320.30299999999994,11
2016,Qtr 4,November,29,-285.9254,2
2016,Qtr 4,November,30,85.6642999999999,5
2016,Qtr 4,December,1,1652.8648000000005,23
2016,Qtr 4,December,2,992.4431999999999,17
2016,Qtr 4,December,3,1065.8562,16
2016,Qtr 4,December,4,146.7888,9
2016,Qtr 4,December,5,1468.7369,16
2016,Qtr 4,December,6,1017.2350999999999,18
2016,Qtr 4,December,8,146.97030000000004,15
2016,Qtr 4,December,9,340.03929999999997,17
2016,Qtr 4,December,10,1020.2983,14
2016,Qtr 4,December,11,425.97219999999993,28
2016,Qtr 4,December,12,482.0632,13
2016,Qtr 4,December,13,72.1554,4
2016,Qtr 4,December,14,315.54130000000004,9
2016,Qtr 4,December,15,27.61860000000003,7
2016,Qtr 4,December,16,8.46369999999995,5
2016,Qtr 4,December,17,4653.9969,7
2016,Qtr 4,December,18,727.4944000000003,21
2016,Qtr 4,December,19,-251.3853,7
2016,Qtr 4,December,20,38.5308,4
2016,Qtr 4,December,22,228.1434,8
2016,Qtr 4,December,23,1008.2604,20
2016,Qtr 4,December,24,323.52290000000005,8
2016,Qtr 4,December,25,1393.3961,19
2016,Qtr 4,December,26,155.9416000000001,13
2016,Qtr 4,December,27,16.758599999999895,7
2016,Qtr 4,December,29,192.4955,12
2016,Qtr 4,December,30,146.8632,8
2016,Qtr 4,December,31,68.2435,7
2017,Qtr 1,January,1,-181.41089999999997,10
2017,Qtr 1,January,2,-207.0473,8
2017,Qtr 1,January,3,704.2800000000001,3
2017,Qtr 1,January,6,15.5204,1
2017,Qtr 1,January,7,758.7192,6
2017,Qtr 1,January,8,80.3682,1
2017,Qtr 1,January,9,-228.7425,1
2017,Qtr 1,January,12,-1101.516,4
2017,Qtr 1,January,13,206.6524000000001,4
2017,Qtr 1,January,14,208.80790000000002,18
2017,Qtr 1,January,15,297.20599999999996,8
2017,Qtr 1,January,16,2595.2029999999995,5
2017,Qtr 1,January,19,55.4043,9
2017,Qtr 1,January,20,156.03199999999998,6
2017,Qtr 1,January,21,619.2186999999999,14
2017,Qtr 1,January,22,1461.3511,6
2017,Qtr 1,January,23,60.54999999999999,7
2017,Qtr 1,January,24,105.0682,4
2017,Qtr 1,January,26,803.9554999999999,6
2017,Qtr 1,January,27,1.6239000000000061,4
2017,Qtr 1,January,28,333.8478,4
2017,Qtr 1,January,29,86.90310000000001,10
2017,Qtr 1,January,30,308.44409999999993,16
2017,Qtr 1,February,2,170.677,9
2017,Qtr 1,February,3,215.56999999999996,8
2017,Qtr 1,February,4,8.4942,1
2017,Qtr 1,February,5,74.88199999999992,4
2017,Qtr 1,February,6,204.31579999999997,5
2017,Qtr 1,February,9,-411.97260000000006,6
2017,Qtr 1,February,10,28.1274,2
2017,Qtr 1,February,11,130.1018,5
2017,Qtr 1,February,13,424.33450000000005,7
2017,Qtr 1,February,16,95.97559999999993,8
2017,Qtr 1,February,17,-383.54780000000017,13
2017,Qtr 1,February,18,62.4082,3
2017,Qtr 1,February,19,377.0515,4
2017,Qtr 1,February,20,-107.51210000000002,11
2017,Qtr 1,February,21,-2.994,1
2017,Qtr 1,February,23,42.37,3
2017,Qtr 1,February,24,249.3929,3
2017,Qtr 1,February,25,-19.379800000000003,3
2017,Qtr 1,February,26,447.35319999999996,9
2017,Qtr 1,February,28,8.2242,2
2017,Qtr 1,March,2,244.03969999999998,11
2017,Qtr 1,March,3,528.1880999999998,7
2017,Qtr 1,March,4,-33.9224,6
2017,Qtr 1,March,5,480.4513,9
2017,Qtr 1,March,6,235.12599999999998,10
2017,Qtr 1,March,7,56.1114,3
2017,Qtr 1,March,8,243.448,4
2017,Qtr 1,March,9,139.6285,3
2017,Qtr 1,March,10,-165.0196,9
2017,Qtr 1,March,11,224.69840000000005,7
2017,Qtr 1,March,12,60.47399999999999,3
2017,Qtr 1,March,13,827.2756,20
2017,Qtr 1,March,14,4.9616,1
2017,Qtr 1,March,16,182.30249999999995,13
2017,Qtr 1,March,17,129.7274,13
2017,Qtr 1,March,18,-250.11809999999997,10
2017,Qtr 1,March,19,130.40929999999994,11
2017,Qtr 1,March,20,253.0645,6
2017,Qtr 1,March,21,912.2596,12
2017,Qtr 1,March,23,6818.6276,8
2017,Qtr 1,March,24,340.27239999999995,7
2017,Qtr 1,March,25,730.5125999999999,12
2017,Qtr 1,March,26,426.5697,11
2017,Qtr 1,March,27,128.52319999999983,14
2017,Qtr 1,March,28,58.86419999999996,8
2017,Qtr 1,March,29,21.164,1
2017,Qtr 1,March,30,222.03619999999998,6
2017,Qtr 1,March,31,1802.2158,13
2017,Qtr 2,April,1,542.9408000000001,12
2017,Qtr 2,April,2,215.8982,5
2017,Qtr 2,April,3,9.8466,2
2017,Qtr 2,April,4,110.17770000000002,6
2017,Qtr 2,April,6,44.0304,2
2017,Qtr 2,April,7,-341.1727000000001,7
2017,Qtr 2,April,8,2276.8183000000004,8
2017,Qtr 2,April,9,411.28210000000007,12
2017,Qtr 2,April,10,171.7842,10
2017,Qtr 2,April,11,18.416999999999998,7
2017,Qtr 2,April,12,31.347,2
2017,Qtr 2,April,13,268.2204,4
2017,Qtr 2,April,14,33.600499999999975,8
2017,Qtr 2,April,15,109.8951,6
2017,Qtr 2,April,16,-45.439,10
2017,Qtr 2,April,17,-3403.495,13
2017,Qtr 2,April,20,22.754299999999915,13
2017,Qtr 2,April,21,27.604099999999995,8
2017,Qtr 2,April,22,93.973,3
2017,Qtr 2,April,23,199.31719999999999,15
2017,Qtr 2,April,24,-12.036100000000005,9
2017,Qtr 2,April,25,104.5849,8
2017,Qtr 2,April,26,27.162300000000002,3
2017,Qtr 2,April,27,60.020599999999995,6
2017,Qtr 2,April,28,91.36719999999991,4
2017,Qtr 2,April,29,-67.4841,2
2017,Qtr 2,April,30,-68.12500000000003,18
2017,Qtr 2,May,1,-453.85779999999994,6
2017,Qtr 2,May,2,110.39439999999999,5
2017,Qtr 2,May,3,-80.1002000000001,9
2017,Qtr 2,May,4,292.3293,11
2017,Qtr 2,May,5,-122.5625,6
2017,Qtr 2,May,6,84.1947999999999,13
2017,Qtr 2,May,7,649.4175,6
2017,Qtr 2,May,8,1061.3636,5
2017,Qtr 2,May,9,273.9624,7
2017,Qtr 2,May,11,-319.42490000000004,9
2017,Qtr 2,May,12,36.531,13
2017,Qtr 2,May,13,809.8531999999999,9
2017,Qtr 2,May,14,1077.8877999999997,21
2017,Qtr 2,May,15,73.9747,8
2017,Qtr 2,May,16,-55.256,1
2017,Qtr 2,May,18,407.89360000000005,17
2017,Qtr 2,May,19,1171.7753000000002,20
2017,Qtr 2,May,20,273.2103999999999,12
2017,Qtr 2,May,21,78.0183,2
2017,Qtr 2,May,22,-6.9695,7
2017,Qtr 2,May,23,-66.07770000000004,5
2017,Qtr 2,May,25,230.33169999999998,6
2017,Qtr 2,May,26,76.4496,4
2017,Qtr 2,May,27,384.4578,11
2017,Qtr 2,May,28,169.1964,12
2017,Qtr 2,May,29,110.4299,8
2017,Qtr 2,May,30,75.15969999999997,9
2017,Qtr 2,June,1,1295.5061,11
2017,Qtr 2,June,2,38.5265,6
2017,Qtr 2,June,3,384.1454,17
2017,Qtr 2,June,4,66.7452,8
2017,Qtr 2,June,5,60.174899999999994,2
2017,Qtr 2,June,6,2.178,2
2017,Qtr 2,June,8,134.16189999999997,11
2017,Qtr 2,June,9,2.227299999999996,5
2017,Qtr 2,June,10,186.49229999999991,13
2017,Qtr 2,June,11,274.9412,14
2017,Qtr 2,June,12,314.91439999999994,11
2017,Qtr 2,June,13,-95.02220000000001,5
2017,Qtr 2,June,15,404.42179999999996,16
2017,Qtr 2,June,16,521.365,13
2017,Qtr 2,June,17,1696.4659,9
2017,Qtr 2,June,18,117.8798999999999,3
2017,Qtr 2,June,19,-22.034600000000033,16
2017,Qtr 2,June,20,263.752,9
2017,Qtr 2,June,21,230.95919999999998,5
2017,Qtr 2,June,22,123.27860000000001,6
2017,Qtr 2,June,24,-28.52340000000003,10
2017,Qtr 2,June,25,185.08749999999998,6
2017,Qtr 2,June,26,705.2894,16
2017,Qtr 2,June,27,335.5359,5
2017,Qtr 2,June,29,889.2001999999999,15
2017,Qtr 2,June,30,135.6673,11
2017,Qtr 3,July,1,103.9546,3
2017,Qtr 3,July,2,51.3259,2
2017,Qtr 3,July,3,1488.1451000000002,20
2017,Qtr 3,July,5,-337.4099,6
2017,Qtr 3,July,6,13.745399999999998,4
2017,Qtr 3,July,7,37.40289999999989,9
2017,Qtr 3,July,8,817.1375999999999,19
2017,Qtr 3,July,9,164.11139999999997,9
2017,Qtr 3,July,10,44.925,3
2017,Qtr 3,July,11,336.1681,7
2017,Qtr 3,July,12,1.1925,1
2017,Qtr 3,July,13,112.01670000000001,4
2017,Qtr 3,July,14,-46.04389999999995,13
2017,Qtr 3,July,15,285.20519999999993,10
2017,Qtr 3,July,16,15.037399999999998,3
2017,Qtr 3,July,17,477.3142,9
2017,Qtr 3,July,18,-425.63980000000004,8
2017,Qtr 3,July,20,727.2774,12
2017,Qtr 3,July,21,144.22859999999994,23
2017,Qtr 3,July,22,-61.10609999999999,2
2017,Qtr 3,July,23,258.41179999999997,10
2017,Qtr 3,July,24,839.986,1
2017,Qtr 3,July,25,-39.79680000000004,8
2017,Qtr 3,July,26,705.274,2
2017,Qtr 3,July,27,211.5755,8
2017,Qtr 3,July,28,108.05359999999999,3
2017,Qtr 3,July,29,367.4606,12
2017,Qtr 3,July,30,87.9368,4
2017,Qtr 3,July,31,464.7314,11
2017,Qtr 3,August,1,-159.40619999999998,6
2017,Qtr 3,August,3,40.300900000000006,7
2017,Qtr 3,August,4,0.43199999999999994,3
2017,Qtr 3,August,5,170.42340000000002,5
2017,Qtr 3,August,6,419.7762,7
2017,Qtr 3,August,7,705.8854,17
2017,Qtr 3,August,10,521.9644,4
2017,Qtr 3,August,11,235.90439999999998,6
2017,Qtr 3,August,12,888.6845,12
2017,Qtr 3,August,13,-1071.7151999999999,13
2017,Qtr 3,August,14,12.3879,3
2017,Qtr 3,August,15,-289.18359999999996,3
2017,Qtr 3,August,16,-12.029200000000001,2
2017,Qtr 3,August,17,605.8985000000001,17
2017,Qtr 3,August,18,1971.9705999999999,17
2017,Qtr 3,August,19,225.0193,4
2017,Qtr 3,August,20,183.61780000000002,7
2017,Qtr 3,August,21,2245.6488,23
2017,Qtr 3,August,22,-81.25010000000003,2
2017,Qtr 3,August,23,358.546,5
2017,Qtr 3,August,24,77.406,4
2017,Qtr 3,August,25,-17.110800000000012,5
2017,Qtr 3,August,26,-14.765,3
2017,Qtr 3,August,27,1008.8821,19
2017,Qtr 3,August,28,345.3009,8
2017,Qtr 3,August,29,57.1282,5
2017,Qtr 3,August,31,611.2384999999998,11
2017,Qtr 3,September,1,340.55860000000007,7
2017,Qtr 3,September,2,2600.1853000000006,36
2017,Qtr 3,September,3,199.48179999999996,13
2017,Qtr 3,September,4,224.4251000000001,28
2017,Qtr 3,September,5,-17.194400000000012,5
2017,Qtr 3,September,7,1248.2396999999999,23
2017,Qtr 3,September,8,-510.9671000000001,14
2017,Qtr 3,September,9,-152.87539999999996,29
2017,Qtr 3,September,10,-977.3219000000001,18
2017,Qtr 3,September,11,1032.8847,22
2017,Qtr 3,September,12,219.391,7
2017,Qtr 3,September,13,2.786,1
2017,Qtr 3,September,14,474.34169999999995,18
2017,Qtr 3,September,15,1934.9692999999997,26
2017,Qtr 3,September,16,-335.66259999999994,13
2017,Qtr 3,September,17,769.2717000000001,17
2017,Qtr 3,September,18,501.54209999999983,20
2017,Qtr 3,September,19,53.98990000000002,15
2017,Qtr 3,September,20,1571.7964,14
2017,Qtr 3,September,21,97.2069,8
2017,Qtr 3,September,22,-145.57790000000003,22
2017,Qtr 3,September,23,115.1856,20
2017,Qtr 3,September,24,1000.4615,25
2017,Qtr 3,September,25,228.99779999999998,13
2017,Qtr 3,September,26,314.9023,7
2017,Qtr 3,September,28,-46.3779,10
2017,Qtr 3,September,29,39.5607,21
2017,Qtr 3,September,30,207.3547,7
2017,Qtr 4,October,1,1013.073,12
2017,Qtr 4,October,2,-1095.5166999999997,26
2017,Qtr 4,October,3,943.3932000000001,9
2017,Qtr 4,October,4,8.5914,1
2017,Qtr 4,October,5,1475.2477000000003,15
2017,Qtr 4,October,6,348.3229999999999,12
2017,Qtr 4,October,7,218.44049999999987,11
2017,Qtr 4,October,8,148.03350000000003,6
2017,Qtr 4,October,9,-467.13810000000007,11
2017,Qtr 4,October,10,-47.8716,1
2017,Qtr 4,October,12,526.1517,18
2017,Qtr 4,October,13,2553.2419,15
2017,Qtr 4,October,14,-28.5702,5
2017,Qtr 4,October,15,230.13919999999996,8
2017,Qtr 4,October,16,-1100.3811,6
2017,Qtr 4,October,17,23.0989,4
2017,Qtr 4,October,19,-1430.7903999999999,16
2017,Qtr 4,October,20,135.75589999999994,15
2017,Qtr 4,October,21,444.7591,18
2017,Qtr 4,October,22,4539.8266,12
2017,Qtr 4,October,23,82.32130000000001,18
2017,Qtr 4,October,24,-76.0505,2
2017,Qtr 4,October,26,107.72749999999999,10
2017,Qtr 4,October,27,103.8625,12
2017,Qtr 4,October,28,36.1057,8
2017,Qtr 4,October,29,22.5408,1
2017,Qtr 4,October,30,518.9912999999999,23
2017,Qtr 4,October,31,41.9694,3
2017,Qtr 4,November,1,358.89689999999996,4
2017,Qtr 4,November,2,929.1536000000002,25
2017,Qtr 4,November,3,675.2008000000001,23
2017,Qtr 4,November,4,-3987.2421999999997,17
2017,Qtr 4,November,5,525.4201999999999,18
2017,Qtr 4,November,6,562.9598,27
2017,Qtr 4,November,7,119.64159999999997,10
2017,Qtr 4,November,8,145.392,2
2017,Qtr 4,November,9,1219.0434999999998,12
2017,Qtr 4,November,10,-111.13019999999995,15
2017,Qtr 4,November,11,283.2476,15
2017,Qtr 4,November,12,-37.83500000000001,30
2017,Qtr 4,November,13,-398.4248000000001,22
2017,Qtr 4,November,14,31.053599999999996,10
2017,Qtr 4,November,15,55.016,2
2017,Qtr 4,November,16,539.0092999999998,18
2017,Qtr 4,November,17,5895.398099999999,16
2017,Qtr 4,November,18,253.8080999999999,21
2017,Qtr 4,November,19,-1659.0309000000007,26
2017,Qtr 4,November,20,555.2368000000001,17
2017,Qtr 4,November,21,301.3298,15
2017,Qtr 4,November,22,2.232,1
2017,Qtr 4,November,23,213.4873,17
2017,Qtr 4,November,24,935.9257999999999,25
2017,Qtr 4,November,25,-58.56779999999981,13
2017,Qtr 4,November,26,1251.3574,16
2017,Qtr 4,November,27,643.2520000000002,13
2017,Qtr 4,November,28,328.92019999999997,12
2017,Qtr 4,November,29,67.831,2
2017,Qtr 4,November,30,49.52119999999963,15
2017,Qtr 4,December,1,718.892,34
2017,Qtr 4,December,2,-7.341000000000065,34
2017,Qtr 4,December,3,280.7407,20
2017,Qtr 4,December,4,-21.98809999999999,18
2017,Qtr 4,December,5,447.6235000000001,19
2017,Qtr 4,December,6,2.8836,1
2017,Qtr 4,December,7,-2686.6673,9
2017,Qtr 4,December,8,1154.6044999999997,30
