Opportunities.Campaign Name,Opportunities.Budget,Opportunities.Discount,Opportunities.Opportunity Owner Name,CountNonNull(Opportunities.Status)
blank-axis-row,2750,0.013,Spencer Low,3
blank-axis-row,2750,0.013,Anne Weiler,1
blank-axis-row,2750,0.013,Jeff Hay,1
blank-axis-row,2750,0.012,Greg Winston,15
blank-axis-row,2750,0.012,Renee Lo,8
blank-axis-row,2750,0.012,Sanjay Shah,3
blank-axis-row,2750,0.012,Anne Weiler,1
blank-axis-row,2750,0.033,Molly Clark,8
blank-axis-row,2750,0.033,Spencer Low,6
blank-axis-row,2750,0.033,David So,5
blank-axis-row,2750,0.033,Julian Isla,3
blank-axis-row,2750,0.033,Alicia Thomber,2
blank-axis-row,2750,0.033,Alan Steiner,1
blank-axis-row,2750,0.033,Eric Gruber,1
blank-axis-row,2750,0.033,Jeff Hay,1
blank-axis-row,2750,0.038,Molly Clark,8
blank-axis-row,2750,0.038,Alan Steiner,3
blank-axis-row,2750,0.038,Alicia Thomber,3
blank-axis-row,2750,0.038,David So,3
blank-axis-row,2750,0.038,Spencer Low,3
blank-axis-row,2750,0.038,Eric Gruber,2
blank-axis-row,2750,0.038,Jeff Hay,1
blank-axis-row,2750,0.038,Julian Isla,1
blank-axis-row,2750,0.063,David So,7
blank-axis-row,2750,0.063,Alicia Thomber,4
blank-axis-row,2750,0.063,Molly Clark,3
blank-axis-row,2750,0.063,Spencer Low,3
blank-axis-row,2750,0.063,Eric Gruber,2
blank-axis-row,2750,0.063,Julian Isla,2
blank-axis-row,2750,0.003,Alicia Thomber,3
blank-axis-row,2750,0.003,Julian Isla,3
blank-axis-row,2750,0.003,Molly Clark,3
blank-axis-row,2750,0.003,Spencer Low,3
blank-axis-row,2750,0.003,Alan Steiner,2
blank-axis-row,2750,0.003,David So,2
blank-axis-row,2750,0.003,Eric Gruber,2
blank-axis-row,2750,0.003,Jeff Hay,1
blank-axis-row,2750,0.015,Anne Weiler,7
blank-axis-row,2750,0.015,Alan Steiner,6
blank-axis-row,2750,0.015,Renee Lo,3
blank-axis-row,2750,0.015,Molly Clark,1
blank-axis-row,2750,0.062,Greg Winston,11
blank-axis-row,2750,0.062,Renee Lo,2
blank-axis-row,2750,0.062,Anne Weiler,1
blank-axis-row,2750,0.062,Sanjay Shah,1
blank-axis-row,2750,0.065,Alan Steiner,8
blank-axis-row,2750,0.065,Anne Weiler,3
blank-axis-row,2750,0.065,Renee Lo,1
blank-axis-row,2750,0.032,Greg Winston,6
blank-axis-row,2750,0.032,Anne Weiler,2
blank-axis-row,2750,0.032,Renee Lo,1
blank-axis-row,2750,0.032,Sanjay Shah,1
blank-axis-row,2750,0.04,Anne Weiler,6
blank-axis-row,2750,0.04,Alan Steiner,4
blank-axis-row,2750,0.037,Greg Winston,3
blank-axis-row,2750,0.037,Renee Lo,2
blank-axis-row,2750,0.037,Sanjay Shah,2
blank-axis-row,2750,0.037,Anne Weiler,1
blank-axis-row,2750,0.035,Anne Weiler,5
blank-axis-row,2750,0.035,Alan Steiner,2
blank-axis-row,2750,0.002,Anne Weiler,3
blank-axis-row,2750,0.002,Greg Winston,1
blank-axis-row,2750,0.002,Sanjay Shah,1
blank-axis-row,2750,0.005,Alan Steiner,2
blank-axis-row,2750,0.005,Anne Weiler,1
blank-axis-row,2750,0.011,Sanjay Shah,1
blank-axis-row,2750,0.036,Anne Weiler,1
blank-axis-row,2750,0.061,Anne Weiler,1
blank-axis-row,2875,0.013,Molly Clark,13
blank-axis-row,2875,0.013,David So,12
blank-axis-row,2875,0.013,Eric Gruber,9
blank-axis-row,2875,0.013,Alicia Thomber,8
blank-axis-row,2875,0.013,Jeff Hay,8
blank-axis-row,2875,0.013,Spencer Low,8
blank-axis-row,2875,0.013,Alan Steiner,3
blank-axis-row,2875,0.013,Julian Isla,1
blank-axis-row,2875,0.038,Alicia Thomber,8
blank-axis-row,2875,0.038,Molly Clark,7
blank-axis-row,2875,0.038,David So,6
blank-axis-row,2875,0.038,Eric Gruber,4
blank-axis-row,2875,0.038,Julian Isla,4
blank-axis-row,2875,0.038,Jeff Hay,3
blank-axis-row,2875,0.038,Spencer Low,2
blank-axis-row,2875,0.033,Molly Clark,9
blank-axis-row,2875,0.033,David So,6
blank-axis-row,2875,0.033,Spencer Low,4
blank-axis-row,2875,0.033,Alan Steiner,3
blank-axis-row,2875,0.033,Alicia Thomber,3
blank-axis-row,2875,0.033,Eric Gruber,3
blank-axis-row,2875,0.033,Jeff Hay,2
blank-axis-row,2875,0.033,Julian Isla,2
blank-axis-row,2875,0.003,David So,9
blank-axis-row,2875,0.003,Molly Clark,5
blank-axis-row,2875,0.003,Spencer Low,3
blank-axis-row,2875,0.003,Alicia Thomber,2
blank-axis-row,2875,0.003,Eric Gruber,2
blank-axis-row,2875,0.003,Julian Isla,2
blank-axis-row,2875,0.003,Jeff Hay,1
blank-axis-row,2875,0.063,David So,9
blank-axis-row,2875,0.063,Eric Gruber,6
blank-axis-row,2875,0.063,Julian Isla,3
blank-axis-row,2875,0.063,Alan Steiner,2
blank-axis-row,2875,0.063,Spencer Low,2
blank-axis-row,2875,0.063,Molly Clark,1
blank-axis-row,2875,0.012,Greg Winston,7
blank-axis-row,2875,0.012,Anne Weiler,3
blank-axis-row,2875,0.012,Sanjay Shah,3
blank-axis-row,2875,0.012,Renee Lo,2
blank-axis-row,2875,0.015,Anne Weiler,7
blank-axis-row,2875,0.015,Alan Steiner,3
blank-axis-row,2875,0.015,Molly Clark,2
blank-axis-row,2875,0.015,Renee Lo,2
blank-axis-row,2875,0.032,Greg Winston,7
blank-axis-row,2875,0.032,Sanjay Shah,2
blank-axis-row,2875,0.04,Anne Weiler,3
blank-axis-row,2875,0.04,Alan Steiner,2
blank-axis-row,2875,0.04,Renee Lo,2
blank-axis-row,2875,0.04,Molly Clark,1
blank-axis-row,2875,0.005,Anne Weiler,3
blank-axis-row,2875,0.005,Alan Steiner,2
blank-axis-row,2875,0.005,Molly Clark,2
blank-axis-row,2875,0.037,Greg Winston,6
blank-axis-row,2875,0.037,Renee Lo,1
blank-axis-row,2875,0.065,Anne Weiler,6
blank-axis-row,2875,0.065,Alan Steiner,1
blank-axis-row,2875,0.002,Greg Winston,3
blank-axis-row,2875,0.002,Anne Weiler,1
blank-axis-row,2875,0.002,Renee Lo,1
blank-axis-row,2875,0.002,Sanjay Shah,1
blank-axis-row,2875,0.035,Anne Weiler,3
blank-axis-row,2875,0.035,Renee Lo,1
blank-axis-row,2875,0.031,Anne Weiler,1
blank-axis-row,2875,0.031,Sanjay Shah,1
blank-axis-row,2875,0.036,Anne Weiler,1
blank-axis-row,2875,0.036,Sanjay Shah,1
blank-axis-row,2875,0.062,Greg Winston,2
blank-axis-row,2875,0.001,Sanjay Shah,1
blank-axis-row,1000,0.033,David So,28
blank-axis-row,1000,0.033,Molly Clark,23
blank-axis-row,1000,0.033,Alicia Thomber,19
blank-axis-row,1000,0.033,Eric Gruber,15
blank-axis-row,1000,0.033,Alan Steiner,13
blank-axis-row,1000,0.033,Jeff Hay,10
blank-axis-row,1000,0.033,Spencer Low,9
blank-axis-row,1000,0.033,Julian Isla,8
blank-axis-row,1000,0.035,Anne Weiler,16
blank-axis-row,1000,0.035,Alan Steiner,11
blank-axis-row,1000,0.035,Renee Lo,2
blank-axis-row,1000,0.035,Molly Clark,1
blank-axis-row,1000,0.032,Greg Winston,15
blank-axis-row,1000,0.032,Anne Weiler,6
blank-axis-row,1000,0.032,Renee Lo,6
blank-axis-row,1000,0.003,Eric Gruber,9
blank-axis-row,1000,0.003,Molly Clark,5
blank-axis-row,1000,0.003,Alicia Thomber,3
blank-axis-row,1000,0.003,David So,3
blank-axis-row,1000,0.003,Jeff Hay,2
blank-axis-row,1000,0.003,Spencer Low,1
blank-axis-row,1000,0.038,David So,4
blank-axis-row,1000,0.038,Spencer Low,2
blank-axis-row,1000,0.038,Alicia Thomber,1
blank-axis-row,1000,0.038,Anne Weiler,1
blank-axis-row,1000,0.038,Molly Clark,1
blank-axis-row,1000,0.002,Greg Winston,5
blank-axis-row,1000,0.002,Renee Lo,1
blank-axis-row,1000,0.005,Alan Steiner,2
blank-axis-row,1000,0.005,Anne Weiler,2
blank-axis-row,1000,0.005,Molly Clark,1
blank-axis-row,1000,0.031,Anne Weiler,2
blank-axis-row,1000,0.031,Sanjay Shah,1
blank-axis-row,1000,0.04,Anne Weiler,2
blank-axis-row,1000,0.037,Greg Winston,1
blank-axis-row,625,0.033,Alicia Thomber,26
blank-axis-row,625,0.033,David So,23
blank-axis-row,625,0.033,Eric Gruber,17
blank-axis-row,625,0.033,Molly Clark,15
blank-axis-row,625,0.033,Jeff Hay,10
blank-axis-row,625,0.033,Spencer Low,8
blank-axis-row,625,0.033,Alan Steiner,7
blank-axis-row,625,0.033,Julian Isla,5
blank-axis-row,625,0.035,Anne Weiler,12
blank-axis-row,625,0.035,Alan Steiner,10
blank-axis-row,625,0.035,Molly Clark,4
blank-axis-row,625,0.035,Renee Lo,4
blank-axis-row,625,0.003,David So,8
blank-axis-row,625,0.003,Molly Clark,7
blank-axis-row,625,0.003,Alicia Thomber,6
blank-axis-row,625,0.003,Alan Steiner,3
blank-axis-row,625,0.003,Eric Gruber,2
blank-axis-row,625,0.003,Spencer Low,2
blank-axis-row,625,0.003,Julian Isla,1
blank-axis-row,625,0.032,Greg Winston,17
blank-axis-row,625,0.032,Anne Weiler,5
blank-axis-row,625,0.032,Sanjay Shah,4
blank-axis-row,625,0.032,Renee Lo,3
blank-axis-row,625,0.038,Alicia Thomber,3
blank-axis-row,625,0.038,David So,3
blank-axis-row,625,0.038,Julian Isla,3
blank-axis-row,625,0.038,Alan Steiner,1
blank-axis-row,625,0.038,Eric Gruber,1
blank-axis-row,625,0.038,Molly Clark,1
blank-axis-row,625,0.002,Greg Winston,5
blank-axis-row,625,0.002,Anne Weiler,2
blank-axis-row,625,0.031,Anne Weiler,3
blank-axis-row,625,0.031,Sanjay Shah,2
blank-axis-row,625,0.005,Anne Weiler,2
blank-axis-row,625,0.005,Alan Steiner,1
blank-axis-row,625,0.04,Anne Weiler,2
blank-axis-row,625,0.037,Renee Lo,1
blank-axis-row,1125,0.033,Alicia Thomber,22
blank-axis-row,1125,0.033,Molly Clark,22
blank-axis-row,1125,0.033,David So,20
blank-axis-row,1125,0.033,Eric Gruber,14
blank-axis-row,1125,0.033,Julian Isla,12
blank-axis-row,1125,0.033,Spencer Low,7
blank-axis-row,1125,0.033,Alan Steiner,6
blank-axis-row,1125,0.033,Jeff Hay,6
blank-axis-row,1125,0.032,Greg Winston,27
blank-axis-row,1125,0.032,Renee Lo,8
blank-axis-row,1125,0.032,Sanjay Shah,6
blank-axis-row,1125,0.032,Anne Weiler,2
blank-axis-row,1125,0.035,Anne Weiler,17
blank-axis-row,1125,0.035,Alan Steiner,10
blank-axis-row,1125,0.035,Molly Clark,3
blank-axis-row,1125,0.035,Renee Lo,1
blank-axis-row,1125,0.003,Molly Clark,5
blank-axis-row,1125,0.003,David So,3
blank-axis-row,1125,0.003,Alicia Thomber,2
blank-axis-row,1125,0.003,Spencer Low,2
blank-axis-row,1125,0.003,Alan Steiner,1
blank-axis-row,1125,0.003,Jeff Hay,1
blank-axis-row,1125,0.003,Julian Isla,1
blank-axis-row,1125,0.038,Molly Clark,3
blank-axis-row,1125,0.038,David So,2
blank-axis-row,1125,0.038,Jeff Hay,2
blank-axis-row,1125,0.038,Eric Gruber,1
blank-axis-row,1125,0.038,Spencer Low,1
blank-axis-row,1125,0.005,Anne Weiler,4
blank-axis-row,1125,0.005,Alan Steiner,3
blank-axis-row,1125,0.005,Renee Lo,1
blank-axis-row,1125,0.002,Greg Winston,3
blank-axis-row,1125,0.031,Sanjay Shah,2
blank-axis-row,1125,0.031,Anne Weiler,1
blank-axis-row,1125,0.037,Greg Winston,3
blank-axis-row,1125,0.001,Anne Weiler,1
blank-axis-row,1125,0.001,Sanjay Shah,1
blank-axis-row,1125,0.04,Alan Steiner,1
blank-axis-row,1125,0.04,Anne Weiler,1
blank-axis-row,1125,0.036,Sanjay Shah,1
blank-axis-row,2625,0.013,Molly Clark,13
blank-axis-row,2625,0.013,David So,10
blank-axis-row,2625,0.013,Spencer Low,9
blank-axis-row,2625,0.013,Alicia Thomber,8
blank-axis-row,2625,0.013,Eric Gruber,7
blank-axis-row,2625,0.013,Alan Steiner,4
blank-axis-row,2625,0.013,Jeff Hay,1
blank-axis-row,2625,0.038,Molly Clark,9
blank-axis-row,2625,0.038,David So,8
blank-axis-row,2625,0.038,Alicia Thomber,6
blank-axis-row,2625,0.038,Eric Gruber,5
blank-axis-row,2625,0.038,Julian Isla,3
blank-axis-row,2625,0.038,Spencer Low,2
blank-axis-row,2625,0.038,Jeff Hay,1
blank-axis-row,2625,0.003,Molly Clark,8
blank-axis-row,2625,0.003,David So,7
blank-axis-row,2625,0.003,Alicia Thomber,4
blank-axis-row,2625,0.003,Alan Steiner,2
blank-axis-row,2625,0.003,Eric Gruber,1
blank-axis-row,2625,0.033,Alan Steiner,3
blank-axis-row,2625,0.033,Alicia Thomber,3
blank-axis-row,2625,0.033,Jeff Hay,3
blank-axis-row,2625,0.033,Molly Clark,3
blank-axis-row,2625,0.033,Spencer Low,3
blank-axis-row,2625,0.033,David So,2
blank-axis-row,2625,0.033,Eric Gruber,2
blank-axis-row,2625,0.012,Greg Winston,10
blank-axis-row,2625,0.012,Anne Weiler,3
blank-axis-row,2625,0.012,Renee Lo,3
blank-axis-row,2625,0.012,Sanjay Shah,1
blank-axis-row,2625,0.063,Alicia Thomber,4
blank-axis-row,2625,0.063,Molly Clark,3
blank-axis-row,2625,0.063,David So,2
blank-axis-row,2625,0.063,Julian Isla,2
blank-axis-row,2625,0.063,Alan Steiner,1
blank-axis-row,2625,0.063,Eric Gruber,1
blank-axis-row,2625,0.015,Alan Steiner,5
blank-axis-row,2625,0.015,Anne Weiler,5
blank-axis-row,2625,0.015,Renee Lo,1
blank-axis-row,2625,0.04,Renee Lo,4
blank-axis-row,2625,0.04,Anne Weiler,3
blank-axis-row,2625,0.04,Alan Steiner,1
blank-axis-row,2625,0.002,Greg Winston,6
blank-axis-row,2625,0.002,Renee Lo,1
blank-axis-row,2625,0.032,Greg Winston,3
blank-axis-row,2625,0.032,Anne Weiler,2
blank-axis-row,2625,0.032,Renee Lo,1
blank-axis-row,2625,0.032,Sanjay Shah,1
blank-axis-row,2625,0.037,Greg Winston,4
blank-axis-row,2625,0.037,Sanjay Shah,2
blank-axis-row,2625,0.037,Renee Lo,1
blank-axis-row,2625,0.035,Alan Steiner,4
blank-axis-row,2625,0.035,Anne Weiler,2
blank-axis-row,2625,0.062,Greg Winston,6
blank-axis-row,2625,0.005,Anne Weiler,4
blank-axis-row,2625,0.005,Alan Steiner,1
blank-axis-row,2625,0.065,Anne Weiler,5
blank-axis-row,2625,0.036,Sanjay Shah,2
blank-axis-row,2625,0.011,Sanjay Shah,1
blank-axis-row,2625,0.061,Sanjay Shah,1
blank-axis-row,875,0.033,Alicia Thomber,28
blank-axis-row,875,0.033,Molly Clark,21
blank-axis-row,875,0.033,David So,19
blank-axis-row,875,0.033,Eric Gruber,13
blank-axis-row,875,0.033,Julian Isla,11
blank-axis-row,875,0.033,Alan Steiner,10
blank-axis-row,875,0.033,Spencer Low,8
blank-axis-row,875,0.033,Jeff Hay,4
blank-axis-row,875,0.032,Greg Winston,27
blank-axis-row,875,0.032,Anne Weiler,7
blank-axis-row,875,0.032,Renee Lo,5
blank-axis-row,875,0.032,Sanjay Shah,5
blank-axis-row,875,0.003,Molly Clark,7
blank-axis-row,875,0.003,David So,5
blank-axis-row,875,0.003,Eric Gruber,3
blank-axis-row,875,0.003,Alan Steiner,2
blank-axis-row,875,0.003,Alicia Thomber,1
blank-axis-row,875,0.003,Spencer Low,1
blank-axis-row,875,0.035,Alan Steiner,8
blank-axis-row,875,0.035,Anne Weiler,8
blank-axis-row,875,0.035,Renee Lo,3
blank-axis-row,875,0.038,Molly Clark,3
blank-axis-row,875,0.038,Alan Steiner,1
blank-axis-row,875,0.038,David So,1
blank-axis-row,875,0.038,Spencer Low,1
blank-axis-row,875,0.002,Greg Winston,5
blank-axis-row,875,0.005,Anne Weiler,4
blank-axis-row,875,0.005,Alan Steiner,1
blank-axis-row,875,0.031,Sanjay Shah,3
blank-axis-row,875,0.031,Anne Weiler,2
blank-axis-row,875,0.037,Greg Winston,2
blank-axis-row,875,0.04,Alan Steiner,1
blank-axis-row,875,0.04,Anne Weiler,1
blank-axis-row,875,0.001,Sanjay Shah,1
blank-axis-row,750,0.033,David So,21
blank-axis-row,750,0.033,Alicia Thomber,20
blank-axis-row,750,0.033,Molly Clark,19
blank-axis-row,750,0.033,Eric Gruber,13
blank-axis-row,750,0.033,Julian Isla,11
blank-axis-row,750,0.033,Spencer Low,9
blank-axis-row,750,0.033,Alan Steiner,5
blank-axis-row,750,0.033,Jeff Hay,5
blank-axis-row,750,0.033,Anne Weiler,1
blank-axis-row,750,0.035,Anne Weiler,16
blank-axis-row,750,0.035,Alan Steiner,11
blank-axis-row,750,0.035,Molly Clark,2
blank-axis-row,750,0.035,Renee Lo,1
blank-axis-row,750,0.032,Greg Winston,16
blank-axis-row,750,0.032,Anne Weiler,5
blank-axis-row,750,0.032,Sanjay Shah,4
blank-axis-row,750,0.032,Renee Lo,1
blank-axis-row,750,0.003,Molly Clark,5
blank-axis-row,750,0.003,Alan Steiner,4
blank-axis-row,750,0.003,Alicia Thomber,3
blank-axis-row,750,0.003,David So,2
blank-axis-row,750,0.003,Eric Gruber,1
blank-axis-row,750,0.003,Jeff Hay,1
blank-axis-row,750,0.003,Julian Isla,1
blank-axis-row,750,0.038,Molly Clark,5
blank-axis-row,750,0.038,David So,3
blank-axis-row,750,0.038,Eric Gruber,3
blank-axis-row,750,0.038,Alicia Thomber,1
blank-axis-row,750,0.002,Greg Winston,6
blank-axis-row,750,0.002,Anne Weiler,2
blank-axis-row,750,0.002,Renee Lo,1
blank-axis-row,750,0.002,Sanjay Shah,1
blank-axis-row,750,0.005,Anne Weiler,3
blank-axis-row,750,0.005,Alan Steiner,1
blank-axis-row,750,0.005,Molly Clark,1
blank-axis-row,750,0.031,Sanjay Shah,3
blank-axis-row,750,0.031,Anne Weiler,1
blank-axis-row,750,0.037,Greg Winston,2
blank-axis-row,750,0.04,Anne Weiler,2
blank-axis-row,250,0.033,David So,23
blank-axis-row,250,0.033,Molly Clark,23
blank-axis-row,250,0.033,Alicia Thomber,20
blank-axis-row,250,0.033,Eric Gruber,16
blank-axis-row,250,0.033,Julian Isla,15
blank-axis-row,250,0.033,Spencer Low,14
blank-axis-row,250,0.033,Alan Steiner,7
blank-axis-row,250,0.033,Jeff Hay,5
blank-axis-row,250,0.033,Anne Weiler,1
blank-axis-row,250,0.032,Greg Winston,29
blank-axis-row,250,0.032,Anne Weiler,6
blank-axis-row,250,0.032,Renee Lo,4
blank-axis-row,250,0.032,Sanjay Shah,4
blank-axis-row,250,0.035,Anne Weiler,18
blank-axis-row,250,0.035,Molly Clark,4
blank-axis-row,250,0.035,Alan Steiner,3
blank-axis-row,250,0.035,Renee Lo,1
blank-axis-row,250,0.031,Sanjay Shah,3
blank-axis-row,250,0.031,Anne Weiler,1
blank-axis-row,375,0.033,Alicia Thomber,28
blank-axis-row,375,0.033,David So,25
blank-axis-row,375,0.033,Molly Clark,21
blank-axis-row,375,0.033,Eric Gruber,17
blank-axis-row,375,0.033,Spencer Low,9
blank-axis-row,375,0.033,Alan Steiner,7
blank-axis-row,375,0.033,Jeff Hay,6
blank-axis-row,375,0.033,Julian Isla,4
blank-axis-row,375,0.032,Greg Winston,35
blank-axis-row,375,0.032,Renee Lo,6
blank-axis-row,375,0.032,Anne Weiler,5
blank-axis-row,375,0.032,Sanjay Shah,5
blank-axis-row,375,0.035,Anne Weiler,16
blank-axis-row,375,0.035,Alan Steiner,7
blank-axis-row,375,0.035,Molly Clark,2
blank-axis-row,375,0.035,Renee Lo,2
blank-axis-row,375,0.031,Anne Weiler,1
blank-axis-row,375,0.031,Sanjay Shah,1
blank-axis-row,500,0.033,Molly Clark,26
blank-axis-row,500,0.033,Alicia Thomber,24
blank-axis-row,500,0.033,David So,23
blank-axis-row,500,0.033,Eric Gruber,10
blank-axis-row,500,0.033,Julian Isla,10
blank-axis-row,500,0.033,Jeff Hay,9
blank-axis-row,500,0.033,Alan Steiner,7
blank-axis-row,500,0.033,Spencer Low,4
blank-axis-row,500,0.032,Greg Winston,25
blank-axis-row,500,0.032,Renee Lo,9
blank-axis-row,500,0.032,Anne Weiler,7
blank-axis-row,500,0.032,Sanjay Shah,6
blank-axis-row,500,0.035,Anne Weiler,14
blank-axis-row,500,0.035,Alan Steiner,5
blank-axis-row,500,0.035,Molly Clark,1
blank-axis-row,500,0.035,Renee Lo,1
blank-axis-row,500,0.031,Anne Weiler,2
blank-axis-row,500,0.031,Sanjay Shah,1
blank-axis-row,125,0.033,Molly Clark,25
blank-axis-row,125,0.033,Eric Gruber,23
blank-axis-row,125,0.033,David So,20
blank-axis-row,125,0.033,Alicia Thomber,18
blank-axis-row,125,0.033,Spencer Low,11
blank-axis-row,125,0.033,Jeff Hay,8
blank-axis-row,125,0.033,Alan Steiner,6
blank-axis-row,125,0.033,Julian Isla,6
blank-axis-row,125,0.032,Greg Winston,9
blank-axis-row,125,0.032,Renee Lo,9
blank-axis-row,125,0.032,Sanjay Shah,8
blank-axis-row,125,0.032,Anne Weiler,4
blank-axis-row,125,0.035,Anne Weiler,14
blank-axis-row,125,0.035,Alan Steiner,11
blank-axis-row,125,0.035,Renee Lo,3
blank-axis-row,125,0.031,Anne Weiler,4
blank-axis-row,125,0.031,Sanjay Shah,3
blank-axis-row,1875,0.038,David So,9
blank-axis-row,1875,0.038,Alicia Thomber,8
blank-axis-row,1875,0.038,Jeff Hay,6
blank-axis-row,1875,0.038,Molly Clark,5
blank-axis-row,1875,0.038,Spencer Low,4
blank-axis-row,1875,0.038,Alan Steiner,3
blank-axis-row,1875,0.038,Eric Gruber,2
blank-axis-row,1875,0.038,Julian Isla,2
blank-axis-row,1875,0.003,David So,7
blank-axis-row,1875,0.003,Eric Gruber,6
blank-axis-row,1875,0.003,Spencer Low,5
blank-axis-row,1875,0.003,Molly Clark,3
blank-axis-row,1875,0.003,Alicia Thomber,2
blank-axis-row,1875,0.003,Julian Isla,2
blank-axis-row,1875,0.063,Alicia Thomber,5
blank-axis-row,1875,0.063,Molly Clark,5
blank-axis-row,1875,0.063,Eric Gruber,4
blank-axis-row,1875,0.063,David So,1
blank-axis-row,1875,0.063,Jeff Hay,1
blank-axis-row,1875,0.063,Julian Isla,1
blank-axis-row,1875,0.063,Spencer Low,1
blank-axis-row,1875,0.037,Greg Winston,9
blank-axis-row,1875,0.037,Anne Weiler,1
blank-axis-row,1875,0.037,Renee Lo,1
blank-axis-row,1875,0.037,Sanjay Shah,1
blank-axis-row,1875,0.062,Greg Winston,7
blank-axis-row,1875,0.062,Anne Weiler,2
blank-axis-row,1875,0.062,Renee Lo,1
blank-axis-row,1875,0.04,Alan Steiner,3
blank-axis-row,1875,0.04,Anne Weiler,3
blank-axis-row,1875,0.002,Sanjay Shah,4
blank-axis-row,1875,0.002,Anne Weiler,1
blank-axis-row,1875,0.005,Alan Steiner,1
blank-axis-row,1875,0.005,Anne Weiler,1
blank-axis-row,1875,0.005,Molly Clark,1
blank-axis-row,1875,0.065,Alan Steiner,2
blank-axis-row,1875,0.065,Renee Lo,1
blank-axis-row,1875,0.036,Sanjay Shah,2
blank-axis-row,1875,0.023,Alicia Thomber,1
blank-axis-row,1875,0.025,Anne Weiler,1
blank-axis-row,1875,0.061,Anne Weiler,1
blank-axis-row,2375,0.063,Molly Clark,8
blank-axis-row,2375,0.063,Eric Gruber,6
blank-axis-row,2375,0.063,David So,5
blank-axis-row,2375,0.063,Spencer Low,4
blank-axis-row,2375,0.063,Julian Isla,3
blank-axis-row,2375,0.063,Alan Steiner,2
blank-axis-row,2375,0.063,Alicia Thomber,2
blank-axis-row,2375,0.063,Jeff Hay,2
blank-axis-row,2375,0.038,Molly Clark,6
blank-axis-row,2375,0.038,Alicia Thomber,5
blank-axis-row,2375,0.038,David So,5
blank-axis-row,2375,0.038,Eric Gruber,5
blank-axis-row,2375,0.038,Julian Isla,3
blank-axis-row,2375,0.038,Jeff Hay,1
blank-axis-row,2375,0.038,Spencer Low,1
blank-axis-row,2375,0.003,Molly Clark,5
blank-axis-row,2375,0.003,David So,4
blank-axis-row,2375,0.003,Alan Steiner,2
blank-axis-row,2375,0.003,Alicia Thomber,2
blank-axis-row,2375,0.003,Eric Gruber,2
blank-axis-row,2375,0.003,Julian Isla,1
blank-axis-row,2375,0.002,Greg Winston,6
blank-axis-row,2375,0.002,Renee Lo,2
blank-axis-row,2375,0.002,Anne Weiler,1
blank-axis-row,2375,0.062,Greg Winston,6
blank-axis-row,2375,0.062,Anne Weiler,1
blank-axis-row,2375,0.062,Renee Lo,1
blank-axis-row,2375,0.037,Greg Winston,5
blank-axis-row,2375,0.037,Sanjay Shah,1
blank-axis-row,2375,0.04,Anne Weiler,3
blank-axis-row,2375,0.04,Alan Steiner,2
blank-axis-row,2375,0.04,Renee Lo,1
blank-axis-row,2375,0.005,Alan Steiner,3
blank-axis-row,2375,0.005,Anne Weiler,1
blank-axis-row,2375,0.065,Alan Steiner,1
blank-axis-row,2375,0.065,Anne Weiler,1
blank-axis-row,2375,0.065,Molly Clark,1
blank-axis-row,2375,0.001,Sanjay Shah,1
blank-axis-row,2375,0.036,Anne Weiler,1
blank-axis-row,2375,0.061,Anne Weiler,1
blank-axis-row,2125,0.038,Molly Clark,8
blank-axis-row,2125,0.038,David So,6
blank-axis-row,2125,0.038,Julian Isla,6
blank-axis-row,2125,0.038,Eric Gruber,3
blank-axis-row,2125,0.038,Jeff Hay,3
blank-axis-row,2125,0.038,Spencer Low,1
blank-axis-row,2125,0.063,Molly Clark,10
blank-axis-row,2125,0.063,David So,4
blank-axis-row,2125,0.063,Eric Gruber,3
blank-axis-row,2125,0.063,Jeff Hay,3
blank-axis-row,2125,0.063,Alicia Thomber,2
blank-axis-row,2125,0.063,Alan Steiner,1
blank-axis-row,2125,0.063,Julian Isla,1
blank-axis-row,2125,0.063,Spencer Low,1
blank-axis-row,2125,0.003,Eric Gruber,5
blank-axis-row,2125,0.003,Molly Clark,4
blank-axis-row,2125,0.003,David So,3
blank-axis-row,2125,0.003,Julian Isla,3
blank-axis-row,2125,0.003,Alan Steiner,2
blank-axis-row,2125,0.003,Alicia Thomber,1
blank-axis-row,2125,0.003,Jeff Hay,1
blank-axis-row,2125,0.005,Anne Weiler,5
blank-axis-row,2125,0.005,Alan Steiner,4
blank-axis-row,2125,0.005,Molly Clark,1
blank-axis-row,2125,0.037,Greg Winston,5
blank-axis-row,2125,0.037,Renee Lo,2
blank-axis-row,2125,0.037,Sanjay Shah,2
blank-axis-row,2125,0.037,Anne Weiler,1
blank-axis-row,2125,0.062,Greg Winston,5
blank-axis-row,2125,0.062,Sanjay Shah,2
blank-axis-row,2125,0.062,Anne Weiler,1
blank-axis-row,2125,0.002,Greg Winston,2
blank-axis-row,2125,0.002,Sanjay Shah,1
blank-axis-row,2125,0.065,Alan Steiner,1
blank-axis-row,2125,0.065,Anne Weiler,1
blank-axis-row,2125,0.065,Renee Lo,1
blank-axis-row,2125,0.036,Anne Weiler,1
blank-axis-row,2125,0.036,Sanjay Shah,1
blank-axis-row,2125,0.04,Alan Steiner,1
blank-axis-row,2125,0.04,Anne Weiler,1
blank-axis-row,2125,0.061,Anne Weiler,1
blank-axis-row,2250,0.038,Molly Clark,8
blank-axis-row,2250,0.038,Alicia Thomber,6
