financials.Country,financials.COGS,financials.Discount Band,Sum(financials. Sales),Sum(financials.Profit)
Germany,11690,Medium,30113.44,6733.439999999999
Germany,11690,None,,
Germany,11750,High,29962.5,6462.5
Germany,11750,Low,,
Germany,11750,Medium,,
Germany,11750,None,,
Germany,12045,High,,
Germany,12045,Low,,
Germany,12045,Medium,15513.96,3468.959999999999
Germany,12045,None,,
Germany,13210,High,,
Germany,13210,Low,,
Germany,13210,Medium,,
Germany,13210,None,26420,13210
Germany,13325,High,16789.5,3464.5
Germany,13325,Low,,
Germany,13325,Medium,,
Germany,13325,None,,
Germany,13660,High,,
Germany,13660,Low,,
Germany,13660,Medium,50268.8,22948.800000000003
Germany,13660,None,,
Germany,15130,High,19517.7,4387.700000000001
Germany,15130,Low,,
Germany,15130,Medium,,
Germany,15130,None,,
Germany,15200,High,,
Germany,15200,Low,,
Germany,15200,Medium,27968,12768
Germany,15200,None,,
Germany,15300,High,,
Germany,15300,Low,,
Germany,15300,Medium,21573,6273
Germany,15300,None,,
Germany,15310,High,53891.2,23271.199999999997
Germany,15310,Low,,
Germany,15310,Medium,,
Germany,15310,None,,
Germany,17430,High,,
Germany,17430,Low,,
Germany,17430,Medium,24576.3,7146.299999999999
Germany,17430,None,,
Germany,19340,High,,
Germany,19340,Low,,
Germany,19340,Medium,35585.6,16245.599999999999
Germany,19340,None,,
Germany,19450,High,,
Germany,19450,Low,56599.5,17699.5
Germany,19450,Medium,,
Germany,19450,None,,
Germany,21160,High,,
Germany,21160,Low,,
Germany,21160,Medium,30153,8993
Germany,21160,None,,
Germany,22970,High,,
Germany,22970,Low,,
Germany,22970,Medium,43643,20673
Germany,22970,None,,
Germany,25800,High,,
Germany,25800,Low,50052,24252
Germany,25800,Medium,,
Germany,25800,None,,
Germany,27080,High,47119.2,20039.199999999997
Germany,27080,Low,,
Germany,27080,Medium,,
Germany,27080,None,,
Germany,29920,High,106515.2,46675.2
Germany,29920,Low,,
Germany,29920,Medium,,
Germany,29920,None,,
Germany,53500,High,,
Germany,53500,Low,125832,18832
Germany,53500,Medium,,
Germany,53500,None,,
Germany,64750,High,,
Germany,64750,Low,76146,11396
Germany,64750,Medium,,
Germany,64750,None,,
Germany,66240,High,58650,-7590
Germany,66240,Low,,
Germany,66240,Medium,,
Germany,66240,None,,
Germany,83500,High,,
Germany,83500,Low,,
Germany,83500,Medium,91182,7682
Germany,83500,None,,
Germany,92820,High,108706.5,15886.5
Germany,92820,Low,,
Germany,92820,Medium,,
Germany,92820,None,,
Germany,95400,High,,
Germany,95400,Low,95400,0
Germany,95400,Medium,,
Germany,95400,None,,
Germany,96840,High,,
Germany,96840,Low,,
Germany,96840,Medium,95831.25,-1008.75
Germany,96840,None,,
Germany,97080,High,,
Germany,97080,Low,198205,4045
Germany,97080,Medium,,
Germany,97080,None,,
Germany,106440,High,,
Germany,106440,Low,,
Germany,106440,Medium,104222.5,-2217.5
Germany,106440,None,,
Germany,109720,High,,
Germany,109720,Low,,
Germany,109720,Medium,135884,26164
Germany,109720,None,,
Germany,119280,High,,
Germany,119280,Low,,
Germany,119280,Medium,115552.5,-3727.5
Germany,119280,None,,
Germany,130200,High,230562.5,-29837.5
Germany,130200,Low,,
Germany,130200,Medium,,
Germany,130200,None,,
Germany,172250,High,,
Germany,172250,Low,400998,56498
Germany,172250,Medium,,
Germany,172250,None,,
Germany,188400,High,,
Germany,188400,Low,380725,3925
Germany,188400,Medium,,
Germany,188400,None,,
Germany,199160,High,238609,39449
Germany,199160,Low,,
Germany,199160,Medium,,
Germany,199160,None,,
Germany,201750,High,210627,8877
Germany,201750,Low,,
Germany,201750,Medium,,
Germany,201750,None,,
Germany,204720,High,,
Germany,204720,Low,413705,4265
Germany,204720,Medium,,
Germany,204720,None,,
Germany,205920,High,246708,40788
Germany,205920,Low,,
Germany,205920,Medium,,
Germany,205920,None,,
Germany,246500,High,,
Germany,246500,Low,292842,46342
Germany,246500,Medium,,
Germany,246500,None,,
Germany,250440,High,,
Germany,250440,Low,,
Germany,250440,Medium,242613.75,-7826.25
Germany,250440,None,,
Germany,261560,High,,
Germany,261560,Low,,
Germany,261560,Medium,,
Germany,261560,None,704200,181080
Germany,273120,High,,
Germany,273120,Low,278810,5690
Germany,273120,Medium,,
Germany,273120,None,,
Germany,280750,High,,
Germany,280750,Low,,
Germany,280750,Medium,313317,32567
Germany,280750,None,,
Germany,300000,High,,
Germany,300000,Low,,
Germany,300000,Medium,290625,-9375
Germany,300000,None,,
Germany,311740,High,360899,49159
Germany,311740,Low,,
Germany,311740,Medium,,
Germany,311740,None,,
Germany,312500,High,,
Germany,312500,Low,,
Germany,312500,Medium,712500,87500
Germany,312500,None,,
Germany,332040,High,293993.75,-38046.25
Germany,332040,Low,,
Germany,332040,Medium,,
Germany,332040,None,,
Germany,339750,High,358776,19026
Germany,339750,Low,,
Germany,339750,Medium,,
Germany,339750,None,,
Germany,339820,High,,
Germany,339820,Low,,
Germany,339820,Medium,416279.5,76459.5
Germany,339820,None,,
Germany,351000,High,,
Germany,351000,Low,,
Germany,351000,Medium,448875,97875
Germany,351000,None,,
Germany,353625,High,,
Germany,353625,Low,407376,53751
Germany,353625,Medium,,
Germany,353625,None,,
Germany,379600,High,,
Germany,379600,Low,,
Germany,379600,Medium,480340,100740
Germany,379600,None,,
Germany,379800,High,352106.25,-27693.75
Germany,379800,Low,,
Germany,379800,Medium,,
Germany,379800,None,,
Germany,393380,High,,
Germany,393380,Low,,
Germany,393380,Medium,,
Germany,393380,None,1059100,272340
Germany,421560,High,,
Germany,421560,Low,,
Germany,421560,Medium,408386.25,-13173.75
Germany,421560,None,,
Germany,432000,High,,
Germany,432000,Low,508032,76032
Germany,432000,Medium,,
Germany,432000,None,,
Germany,464750,High,,
Germany,464750,Low,535392,70642
Germany,464750,Medium,,
Germany,464750,None,,
Germany,467220,High,,
Germany,467220,Low,610081.5,142861.5
Germany,467220,Medium,,
Germany,467220,None,,
Germany,486200,High,589050,102850
Germany,486200,Low,,
Germany,486200,Medium,,
Germany,486200,None,,
Germany,495820,High,,
Germany,495820,Low,640752,144932
Germany,495820,Medium,,
Germany,495820,None,,
Germany,505250,High,,
Germany,505250,Low,1164096,153596
Germany,505250,Medium,,
Germany,505250,None,,
Germany,506340,High,,
Germany,506340,Low,,
Germany,506340,Medium,,
Germany,506340,None,527437.5,21097.5
Germany,557960,High,,
Germany,557960,Low,,
Germany,557960,Medium,691012,133052
Germany,557960,None,,
Germany,634000,High,654288,20288
Germany,634000,Low,,
Germany,634000,Medium,,
Germany,634000,None,,
Germany,664750,High,,
Germany,664750,Low,,
Germany,664750,Medium,725907,61157
Germany,664750,None,,
Germany,702750,High,750537,47787
Germany,702750,Low,,
Germany,702750,Medium,,
Germany,702750,None,,
Germany,748020,High,,
Germany,748020,Low,1973622,477582
Germany,748020,Medium,,
Germany,748020,None,,
Germany,771160,High,,
Germany,771160,Low,2034676,492356
Germany,771160,Medium,,
Germany,771160,None,,
Mexico,1101,High,,
Mexico,1101,Low,,
Mexico,1101,Medium,8015.28,5813.28
Mexico,1101,None,,
Mexico,1230,High,8560.8,6100.799999999999
Mexico,1230,Low,,
Mexico,1230,Medium,,
Mexico,1230,None,,
Mexico,1500,High,5100,3600
Mexico,1500,Low,,
Mexico,1500,Medium,,
Mexico,1500,None,,
Mexico,1686,High,,
Mexico,1686,Low,,
Mexico,1686,Medium,6339.36,4653.36
Mexico,1686,None,,
Mexico,1713,High,5961.24,4248.24
Mexico,1713,Low,,
Mexico,1713,Medium,,
Mexico,1713,None,,
Mexico,1810,High,,
Mexico,1810,Low,2508.66,698.6599999999999
Mexico,1810,Medium,,
Mexico,1810,None,,
Mexico,1812,High,12611.52,8987.52
Mexico,1812,Low,,
Mexico,1812,Medium,,
Mexico,1812,None,,
Mexico,2070,High,,
Mexico,2070,Low,8114.4,6044.4
Mexico,2070,Medium,,
Mexico,2070,None,,
Mexico,2181,High,,
Mexico,2181,Low,,
Mexico,2181,Medium,8113.32,5932.32
Mexico,2181,None,,
Mexico,2450,High,,
Mexico,2450,Low,,
Mexico,2450,Medium,3344.25,894.25
Mexico,2450,None,,
Mexico,2600,High,4472,1872
Mexico,2600,Low,,
Mexico,2600,Medium,,
Mexico,2600,None,,
Mexico,2605,High,,
Mexico,2605,Low,,
Mexico,2605,Medium,6637.54,1427.54
Mexico,2605,None,,
Mexico,3015,High,10733.4,7718.4
Mexico,3015,Low,,
Mexico,3015,Medium,,
Mexico,3015,None,,
Mexico,3252,High,,
Mexico,3252,Low,25495.68,18991.68
Mexico,3252,Medium,,
Mexico,3252,None,,
Mexico,3369,High,,
Mexico,3369,Low,,
Mexico,3369,Medium,12802.2,9433.2
Mexico,3369,None,,
Mexico,3800,High,5016,1216
Mexico,3800,Low,,
Mexico,3800,Medium,,
Mexico,3800,None,,
Mexico,4125,High,,
Mexico,4125,Low,,
Mexico,4125,Medium,15180,11055
Mexico,4125,None,,
Mexico,4415,High,,
Mexico,4415,Low,,
Mexico,4415,Medium,,
Mexico,4415,None,6181,1766
Mexico,5440,High,,
Mexico,5440,Low,10662.4,5222.4
Mexico,5440,Medium,,
Mexico,5440,None,,
Mexico,5748,High,,
Mexico,5748,Low,22302.24,16554.24
Mexico,5748,Medium,,
Mexico,5748,None,,
Mexico,6090,High,,
Mexico,6090,Low,,
Mexico,6090,Medium,11327.4,5237.4
Mexico,6090,None,,
Mexico,6410,High,8653.5,2243.5
Mexico,6410,Low,,
Mexico,6410,Medium,,
Mexico,6410,None,,
Mexico,6550,High,8744.25,2194.25
Mexico,6550,Low,,
Mexico,6550,Medium,,
Mexico,6550,None,,
Mexico,6665,High,,
Mexico,6665,Low,,
Mexico,6665,Medium,8771.14,2106.1399999999994
Mexico,6665,None,,
Mexico,6840,High,8139.6,1299.6000000000004
Mexico,6840,Low,,
Mexico,6840,Medium,,
Mexico,6840,None,,
Mexico,7020,High,,
Mexico,7020,Low,,
Mexico,7020,Medium,26114.4,19094.4
Mexico,7020,None,,
Mexico,7465,High,,
Mexico,7465,Low,,
Mexico,7465,Medium,,
Mexico,7465,None,10451,2986
Mexico,7490,High,,
Mexico,7490,Low,,
Mexico,7490,Medium,19713.68,4733.68
Mexico,7490,None,,
Mexico,7983,High,28100.16,20117.16
Mexico,7983,Low,,
Mexico,7983,Medium,,
Mexico,7983,None,,
Mexico,8289,High,,
Mexico,8289,Low,,
Mexico,8289,Medium,30835.08,22546.08
Mexico,8289,None,,
Mexico,8415,High,,
Mexico,8415,Low,,
Mexico,8415,Medium,11191.95,2776.9500000000007
Mexico,8415,None,,
Mexico,8635,High,20793.08,3523.0800000000017
Mexico,8635,Low,,
Mexico,8635,Medium,,
Mexico,8635,None,,
Mexico,8800,High,,
Mexico,8800,Low,11950.4,3150.3999999999996
Mexico,8800,Medium,,
Mexico,8800,None,,
Mexico,9050,High,31856,13756
Mexico,9050,Low,,
Mexico,9050,Medium,,
Mexico,9050,None,,
Mexico,9730,High,,
Mexico,9730,Low,,
Mexico,9730,Medium,12532.24,2802.24
Mexico,9730,None,,
Mexico,9740,High,,
Mexico,9740,Low,,
Mexico,9740,Medium,,
Mexico,9740,None,14610,4870
Mexico,10380,High,,
Mexico,10380,Low,,
Mexico,10380,Medium,37783.2,17023.199999999997
Mexico,10380,None,,
Mexico,11220,High,19971.6,8751.599999999999
Mexico,11220,Low,,
Mexico,11220,Medium,,
Mexico,11220,None,,
Mexico,11230,High,,
Mexico,11230,Low,,
Mexico,11230,Medium,21112.4,9882.400000000001
Mexico,11230,None,,
Mexico,12100,High,14907.2,2807.2000000000007
Mexico,12100,Low,,
Mexico,12100,Medium,,
Mexico,12100,None,,
Mexico,12330,High,43401.6,18741.6
Mexico,12330,Low,,
Mexico,12330,Medium,,
Mexico,12330,None,,
Mexico,12675,High,15083.25,2408.25
Mexico,12675,Low,,
Mexico,12675,Medium,,
Mexico,12675,None,,
Mexico,13445,High,,
Mexico,13445,Low,,
Mexico,13445,Medium,35763.7,8873.699999999997
Mexico,13445,None,,
Mexico,13530,High,16858.38,3328.380000000001
Mexico,13530,Low,,
Mexico,13530,Medium,,
Mexico,13530,None,,
Mexico,14515,High,17476.06,2961.0600000000013
Mexico,14515,Low,,
Mexico,14515,Medium,,
Mexico,14515,None,,
Mexico,15140,High,,
Mexico,15140,Low,43603.2,13323.199999999997
Mexico,15140,Medium,,
Mexico,15140,None,,
Mexico,16940,High,,
Mexico,16940,Low,,
Mexico,16940,Medium,30830.8,13890.8
Mexico,16940,None,,
Mexico,17150,High,60368,26068
Mexico,17150,Low,,
Mexico,17150,Medium,,
Mexico,17150,None,,
Mexico,18340,High,,
Mexico,18340,Low,,
Mexico,18340,Medium,34112.4,15772.400000000001
Mexico,18340,None,,
Mexico,18700,High,24123,5423
Mexico,18700,Low,,
Mexico,18700,Medium,,
Mexico,18700,None,,
Mexico,19840,High,26486.4,6646.4000000000015
Mexico,19840,Low,,
Mexico,19840,Medium,,
Mexico,19840,None,,
Mexico,20310,High,,
Mexico,20310,Low,58492.8,17872.800000000003
Mexico,20310,Medium,,
Mexico,20310,None,,
Mexico,20390,High,36702,16312
Mexico,20390,Low,,
Mexico,20390,Medium,,
Mexico,20390,None,,
Mexico,21570,High,57591.9,14451.900000000001
Mexico,21570,Low,,
Mexico,21570,Medium,,
Mexico,21570,None,,
Mexico,22140,High,,
Mexico,22140,Low,32877.9,10737.900000000001
Mexico,22140,Medium,,
Mexico,22140,None,,
Mexico,22550,High,39237,16687
Mexico,22550,Low,,
Mexico,22550,Medium,,
Mexico,22550,None,,
Mexico,24700,High,,
Mexico,24700,Low,,
Mexico,24700,Medium,,
Mexico,24700,None,74100,24700
Mexico,24720,High,,
Mexico,24720,Low,,
Mexico,24720,Medium,,
Mexico,24720,None,37080,12360
Mexico,25790,High,44358.8,18568.800000000003
Mexico,25790,Low,,
Mexico,25790,Medium,,
Mexico,25790,None,,
Mexico,26280,High,,
Mexico,26280,Low,,
Mexico,26280,Medium,35872.2,9592.199999999997
Mexico,26280,None,,
Mexico,26290,High,46796.2,20506.199999999997
Mexico,26290,Low,,
Mexico,26290,Medium,,
Mexico,26290,None,,
Mexico,27910,High,,
Mexico,27910,Low,,
Mexico,27910,Medium,39771.75,11861.75
Mexico,27910,None,,
Mexico,28610,High,,
Mexico,28610,Low,,
Mexico,28610,Medium,40769.25,12159.25
Mexico,28610,None,,
Mexico,29930,High,,
Mexico,29930,Low,,
Mexico,29930,Medium,55071.2,25141.199999999997
Mexico,29930,None,,
Mexico,40920,High,38362.5,-2557.5
Mexico,40920,Low,,
Mexico,40920,Medium,,
Mexico,40920,None,,
Mexico,66480,High,61632.5,-4847.5
Mexico,66480,Low,,
Mexico,66480,Medium,,
Mexico,66480,None,,
Mexico,79440,High,,
Mexico,79440,Low,162190,3310
Mexico,79440,Medium,,
Mexico,79440,None,,
Mexico,89440,High,214312,35432
Mexico,89440,Low,,
Mexico,89440,Medium,,
Mexico,89440,None,,
Mexico,105240,High,,
Mexico,105240,Low,,
Mexico,105240,Medium,99758.75,-5481.25
Mexico,105240,None,,
Mexico,108000,High,116640,8640
Mexico,108000,Low,,
Mexico,108000,Medium,,
Mexico,108000,None,,
Mexico,113640,High,105353.75,-8286.25
Mexico,113640,Low,,
Mexico,113640,Medium,,
Mexico,113640,None,,
Mexico,123500,High,,
Mexico,123500,Low,293436,46436
Mexico,123500,Medium,,
Mexico,123500,None,,
Mexico,128880,High,,
Mexico,128880,Low,128880,0
Mexico,128880,Medium,,
Mexico,128880,None,,
Mexico,133680,High,,
Mexico,133680,Low,,
Mexico,133680,Medium,128110,-5570
Mexico,133680,None,,
Mexico,136500,High,278460,5460
Mexico,136500,Low,,
Mexico,136500,Medium,,
Mexico,136500,None,,
Mexico,136560,High,,
Mexico,136560,Low,273120,0
Mexico,136560,Medium,,
Mexico,136560,None,,
Mexico,147750,High,159570,11820
Mexico,147750,Low,,
Mexico,147750,Medium,,
Mexico,147750,None,,
Mexico,158750,High,,
Mexico,158750,Low,,
Mexico,158750,Medium,350520,33020
Mexico,158750,None,,
Mexico,184800,High,,
Mexico,184800,Low,,
Mexico,184800,Medium,177100,-7700
Mexico,184800,None,,
Mexico,187200,High,,
Mexico,187200,Low,,
Mexico,187200,Medium,239400,52200
Mexico,187200,None,,
Mexico,189000,High,169312.5,-19687.5
Mexico,189000,Low,,
Mexico,189000,Medium,,
Mexico,189000,None,,
Mexico,197000,High,,
Mexico,197000,Low,,
Mexico,197000,Medium,,
Mexico,197000,None,236400,39400
Mexico,199200,High,,
Mexico,199200,Low,203350,4150
Mexico,199200,Medium,,
Mexico,199200,None,,
Mexico,200250,High,206658,6408
Mexico,200250,Low,,
Mexico,200250,Medium,,
Mexico,200250,None,,
Mexico,218760,High,,
Mexico,218760,Low,225596.25,6836.25
Mexico,218760,Medium,,
Mexico,218760,None,,
Mexico,230360,High,545776,85056
Mexico,230360,Low,,
Mexico,230360,Medium,,
Mexico,230360,None,,
Mexico,239500,High,,
Mexico,239500,Low,,
Mexico,239500,Medium,,
Mexico,239500,None,287400,47900
Mexico,253200,High,,
Mexico,253200,Low,,
Mexico,253200,Medium,240012.5,-13187.5
Mexico,253200,None,,
Mexico,254800,High,,
Mexico,254800,Low,,
Mexico,254800,Medium,322420,67620
Mexico,254800,None,,
Mexico,257400,High,,
Mexico,257400,Low,525525,10725
Mexico,257400,Medium,,
Mexico,257400,None,,
Mexico,258720,High,474320,-43120
Mexico,258720,Low,,
Mexico,258720,Medium,,
Mexico,258720,None,,
Mexico,275000,High,,
Mexico,275000,Low,,
Mexico,275000,Medium,313500,38500
Mexico,275000,None,,
Mexico,275250,High,,
Mexico,275250,Low,323694,48444
Mexico,275250,Medium,,
Mexico,275250,None,,
Mexico,311220,High,368676,57456
Mexico,311220,Low,,
Mexico,311220,Medium,,
Mexico,311220,None,,
Mexico,314600,High,,
Mexico,314600,Low,419265,104665
Mexico,314600,Medium,,
Mexico,314600,None,,
Mexico,338520,High,303257.5,-35262.5
Mexico,338520,Low,,
Mexico,338520,Medium,,
Mexico,338520,None,,
Mexico,354120,High,,
Mexico,354120,Low,,
Mexico,354120,Medium,877128,168888
Mexico,354120,None,,
Mexico,362700,High,429660,66960
Mexico,362700,Low,,
Mexico,362700,Medium,,
Mexico,362700,None,,
Mexico,363220,High,,
Mexico,363220,Low,968121,241681
Mexico,363220,Medium,,
Mexico,363220,None,,
Mexico,401750,High,,
Mexico,401750,Low,,
Mexico,401750,Medium,457995,56245
Mexico,401750,None,,
Mexico,426920,High,,
Mexico,426920,Low,557459,130539
Mexico,426920,Medium,,
Mexico,426920,None,,
Mexico,436540,High,,
Mexico,436540,Low,,
Mexico,436540,Medium,552391,115851
Mexico,436540,None,,
Mexico,484900,High,,
Mexico,484900,Low,626640,141740
Mexico,484900,Medium,,
Mexico,484900,None,,
Mexico,504400,High,,
Mexico,504400,Low,665420,161020
Mexico,504400,Medium,,
Mexico,504400,None,,
Mexico,537500,High,567600,30100
Mexico,537500,Low,,
Mexico,537500,Medium,,
Mexico,537500,None,,
Mexico,559260,High,639922.5,80662.5
Mexico,559260,Low,,
Mexico,559260,Medium,,
Mexico,559260,None,,
Mexico,615000,High,,
Mexico,615000,Low,,
Mexico,615000,Medium,1357920,127920
Mexico,615000,None,,
Mexico,628420,High,,
Mexico,628420,Low,,
Mexico,628420,Medium,769814.5,141394.5
Mexico,628420,None,,
Mexico,641250,High,,
Mexico,641250,Low,,
Mexico,641250,Medium,700245,58995
Mexico,641250,None,,
Mexico,651250,High,679905,28655
Mexico,651250,Low,,
Mexico,651250,Medium,,
Mexico,651250,None,,
Mexico,686750,High,,
Mexico,686750,Low,,
Mexico,686750,Medium,766413,79663
Mexico,686750,None,,
Mexico,741260,High,848172.5,106912.5
Mexico,741260,Low,,
Mexico,741260,Medium,,
Mexico,741260,None,,
United States of America,1158,High,8337.6,6021.6
United States of America,1158,Low,,
United States of America,1158,Medium,,
United States of America,1158,None,,
United States of America,1315,High,,
United States of America,1315,Low,,
United States of America,1315,Medium,1730.54,415.53999999999996
United States of America,1315,None,,
United States of America,1900,High,2367.4,467.4000000000001
United States of America,1900,Low,,
United States of America,1900,Medium,,
United States of America,1900,None,,
United States of America,2670,High,9078,3738
United States of America,2670,Low,,
United States of America,2670,Medium,,
United States of America,2670,None,,
United States of America,2735,High,,
United States of America,2735,Low,,
United States of America,2735,Medium,3560.9700000000003,825.9700000000003
United States of America,2735,None,,
United States of America,2736,High,,
United States of America,2736,Low,,
United States of America,2736,Medium,,
United States of America,2736,None,10944,8208
United States of America,2742,High,18645.6,13161.599999999999
United States of America,2742,Low,,
United States of America,2742,Medium,,
United States of America,2742,None,,
United States of America,2850,High,,
United States of America,2850,Low,,
United States of America,2850,Medium,7581,1881
United States of America,2850,None,,
United States of America,3390,High,,
United States of America,3390,Low,,
United States of America,3390,Medium,4366.32,976.3199999999997
United States of America,3390,None,,
United States of America,3426,High,,
United States of America,3426,Low,26859.84,20007.84
United States of America,3426,Medium,,
United States of America,3426,None,,
United States of America,4108.5,High,,
United States of America,4108.5,Low,15940.98,11832.48
United States of America,4108.5,Medium,,
United States of America,4108.5,None,,
United States of America,4365,High,,
United States of America,4365,Low,,
United States of America,4365,Medium,8031.599999999999,3666.5999999999995
United States of America,4365,None,,
United States of America,4395,High,,
United States of America,4395,Low,16876.8,12481.8
United States of America,4395,Medium,,
United States of America,4395,None,,
United States of America,5418,High,18421.2,13003.2
United States of America,5418,Low,,
United States of America,5418,Medium,,
United States of America,5418,None,,
United States of America,5550,High,,
United States of America,5550,Low,,
United States of America,5550,Medium,7908.75,2358.75
United States of America,5550,None,,
United States of America,5574,High,,
United States of America,5574,Low,22073.04,16499.04
United States of America,5574,Medium,,
United States of America,5574,None,,
United States of America,5715,High,,
United States of America,5715,Low,,
United States of America,5715,Medium,,
United States of America,5715,None,16002,4572
United States of America,5841,High,,
United States of America,5841,Low,22663.08,16822.08
United States of America,5841,Medium,,
United States of America,5841,None,,
United States of America,5859,High,,
United States of America,5859,Low,,
United States of America,5859,Medium,,
United States of America,5859,None,23436,17577
United States of America,5868,High,,
United States of America,5868,Low,,
United States of America,5868,Medium,21359.52,15491.52
United States of America,5868,None,,
United States of America,5967,High,,
United States of America,5967,Low,23629.32,17662.32
United States of America,5967,Medium,,
United States of America,5967,None,,
United States of America,6045,High,20794.8,14749.8
United States of America,6045,Low,,
United States of America,6045,Medium,,
United States of America,6045,None,,
United States of America,6060,High,10423.2,4363.200000000001
United States of America,6060,Low,,
United States of America,6060,Medium,,
United States of America,6060,None,,
United States of America,6150,High,,
United States of America,6150,Low,,
United States of America,6150,Medium,,
United States of America,6150,None,18450,6150
United States of America,6423,High,,
United States of America,6423,Low,,
United States of America,6423,Medium,,
United States of America,6423,None,25692,19269
United States of America,6490,High,7904.82,1414.8199999999997
United States of America,6490,Low,,
United States of America,6490,Medium,,
United States of America,6490,None,,
United States of America,6710,High,,
United States of America,6710,Low,19324.8,5904.799999999999
United States of America,6710,Medium,,
United States of America,6710,None,,
United States of America,6770,High,8936.4,2166.3999999999996
United States of America,6770,Low,,
United States of America,6770,Medium,,
United States of America,6770,None,,
United States of America,7192.5,High,8760.465,1567.9649999999992
United States of America,7192.5,Low,,
United States of America,7192.5,Medium,,
United States of America,7192.5,None,,
United States of America,7360,High,,
United States of America,7360,Low,14131.2,6771.200000000001
United States of America,7360,Medium,,
United States of America,7360,None,,
United States of America,7895,High,9837.17,1942.17
United States of America,7895,Low,,
United States of America,7895,Medium,,
United States of America,7895,None,,
United States of America,7900,High,10665,2765
United States of America,7900,Low,,
United States of America,7900,Medium,,
United States of America,7900,None,,
United States of America,8169,High,,
United States of America,8169,Low,,
United States of America,8169,Medium,30715.44,22546.44
United States of America,8169,None,,
United States of America,8742,High,60144.96,42660.96
United States of America,8742,Low,,
United States of America,8742,Medium,,
United States of America,8742,None,,
United States of America,9730,High,,
United States of America,9730,Low,,
United States of America,9730,Medium,17708.6,7978.5999999999985
United States of America,9730,None,,
United States of America,10065,High,,
United States of America,10065,Low,13809.18,3744.1800000000003
United States of America,10065,Medium,,
United States of America,10065,None,,
United States of America,10560,High,,
United States of America,10560,Low,20275.2,9715.2
United States of America,10560,Medium,,
United States of America,10560,None,,
United States of America,11175,High,,
United States of America,11175,Low,,
United States of America,11175,Medium,21009,9834
United States of America,11175,None,,
United States of America,11530,High,,
United States of America,11530,Low,,
United States of America,11530,Medium,32514.6,9454.599999999999
United States of America,11530,None,,
United States of America,11635,High,,
United States of America,11635,Low,,
United States of America,11635,Medium,15474.55,3839.5499999999993
United States of America,11635,None,,
United States of America,11640,High,14666.4,3026.3999999999996
United States of America,11640,Low,,
United States of America,11640,Medium,,
United States of America,11640,None,,
United States of America,12360,High,,
United States of America,12360,Low,24225.6,11865.599999999999
United States of America,12360,Medium,,
United States of America,12360,None,,
United States of America,12645,High,,
United States of America,12645,Low,17525.97,4880.969999999999
United States of America,12645,Medium,,
United States of America,12645,None,,
United States of America,12650,High,,
United States of America,12650,Low,,
United States of America,12650,Medium,24035,11385
United States of America,12650,None,,
United States of America,12820,High,,
United States of America,12820,Low,,
United States of America,12820,Medium,47177.6,21537.6
United States of America,12820,None,,
United States of America,14210,High,,
United States of America,14210,Low,,
United States of America,14210,Medium,26430.6,12220.599999999999
United States of America,14210,None,,
United States of America,14535,High,,
United States of America,14535,Low,,
United States of America,14535,Medium,37442.16,8372.160000000003
United States of America,14535,None,,
United States of America,14980,High,36071.84,6111.8399999999965
United States of America,14980,Low,,
United States of America,14980,Medium,,
United States of America,14980,None,,
United States of America,15140,High,,
United States of America,15140,Low,22482.9,7342.9000000000015
United States of America,15140,Medium,,
United States of America,15140,None,,
United States of America,15660,High,,
United States of America,15660,Low,61387.2,30067.199999999997
United States of America,15660,Medium,,
United States of America,15660,None,,
United States of America,17430,High,29979.6,12549.599999999999
United States of America,17430,Low,,
United States of America,17430,Medium,,
United States of America,17430,None,,
United States of America,17670,High,22794.3,5124.299999999999
United States of America,17670,Low,,
United States of America,17670,Medium,,
United States of America,17670,None,,
United States of America,19250,High,,
United States of America,19250,Low,28297.5,9047.5
United States of America,19250,Medium,,
United States of America,19250,None,,
United States of America,20300,High,,
United States of America,20300,Low,,
United States of America,20300,Medium,28623,8323
United States of America,20300,None,,
United States of America,21980,High,,
United States of America,21980,Low,,
United States of America,21980,Medium,30991.8,9011.8
United States of America,21980,None,,
United States of America,22462.5,High,,
United States of America,22462.5,Low,31133.024999999998,8670.524999999998
United States of America,22462.5,Medium,,
United States of America,22462.5,None,,
United States of America,25480,High,33633.6,8153.5999999999985
United States of America,25480,Low,,
United States of America,25480,Medium,,
United States of America,25480,None,,
United States of America,25670,High,66998.7,15658.699999999997
United States of America,25670,Low,,
United States of America,25670,Medium,,
United States of America,25670,None,,
United States of America,26410,High,45953.4,19543.4
United States of America,26410,Low,,
United States of America,26410,Medium,,
United States of America,26410,None,,
United States of America,26630,High,,
United States of America,26630,Low,,
United States of America,26630,Medium,101194,47934
United States of America,26630,None,,
United States of America,28320,High,,
United States of America,28320,Low,,
United States of America,28320,Medium,53808,25488
United States of America,28320,None,,
United States of America,29310,High,,
United States of America,29310,Low,,
United States of America,29310,Medium,40887.45,11577.449999999997
United States of America,29310,None,,
United States of America,31995,High,42713.325,10718.324999999999
United States of America,31995,Low,,
United States of America,31995,Medium,,
United States of America,31995,None,,
United States of America,36750,High,,
United States of America,36750,Low,,
United States of America,36750,Medium,50163.75,13413.75
United States of America,36750,None,,
United States of America,39600,High,,
United States of America,39600,Low,40837.5,1237.5
United States of America,39600,Medium,,
United States of America,39600,None,,
United States of America,69160,High,,
United States of America,69160,Low,91238,22078
United States of America,69160,Medium,,
United States of America,69160,None,,
